"W","A","event","time"
1,1,1,1.33023902660982
1,1,0,6
0,2,0,6
1,0,2,2.14637170635068
1,0,0,6
0,1,0,6
1,0,1,4.3145777559632
1,1,0,6
0,2,2,1.06819484824866
0,1,0,6
1,0,0,6
0,2,1,5.02011028129465
1,0,1,4.71878823767247
0,1,0,6
1,1,1,5.46784820524794
1,0,2,1.7681609345901
1,1,0,6
1,0,1,0.70962594484505
0,2,0,6
1,0,1,4.30446015767167
1,1,0,6
0,2,1,3.98667601062358
0,2,0,6
0,1,0,6
0,2,2,2.81410651077237
0,1,0,6
1,0,0,6
1,0,1,1.04087742386758
1,0,1,0.402636459719673
1,0,1,4.74529955616265
1,1,0,6
0,1,1,1.71516678028771
0,1,0,6
1,0,1,4.28228731513982
1,0,0,6
1,1,0,6
0,1,0,6
0,1,0,6
1,1,0,6
0,1,1,1.69206548937501
0,1,0,6
1,0,0,6
0,2,0,6
0,2,0,6
0,1,1,2.82647722988477
1,0,0,6
1,0,1,3.23993642444038
1,1,0,6
0,1,1,5.75163688794456
1,0,1,4.70007509663609
0,2,0,6
1,0,1,0.539414678230462
1,1,1,1.4690276717687
0,1,0,6
1,0,1,1.29254544333496
1,0,0,6
0,2,0,6
0,2,2,3.58055118814945
1,1,2,5.93269242953583
0,2,0,6
0,2,1,5.73090888554373
0,1,0,6
1,0,1,4.87661197309612
0,2,0,6
1,0,1,5.71508014648877
1,0,2,5.49944817286149
0,1,0,6
0,2,1,1.86277026837242
0,2,0,6
0,1,0,6
0,1,0,6
1,1,1,2.40791571278039
1,1,0,6
1,1,0,6
1,1,1,4.54553142961405
1,0,1,1.66129057403066
1,0,0,6
0,2,0,6
1,0,0,6
0,1,0,6
0,1,0,6
1,1,0,6
1,0,0,6
1,1,0,6
1,0,1,4.86247444655533
1,1,0,6
0,1,0,6
1,0,2,0.323849120223717
1,1,1,2.30044405655392
1,0,0,6
0,1,1,5.83527155230399
1,1,0,6
0,1,0,6
0,1,0,6
1,0,0,6
0,1,0,6
0,1,0,6
0,1,2,3.79418855777905
1,0,0,6
0,2,0,6
1,0,0,6
1,1,0,6
0,2,2,5.58821453437377
1,1,0,6
0,2,2,2.79817391606427
0,2,0,6
1,1,0,6
1,1,0,6
1,0,0,6
0,2,0,6
0,2,1,4.91835287709954
1,1,1,1.09045938019936
0,2,0,6
0,1,2,4.05852374542564
1,1,1,1.49741110606198
1,0,1,3.31125361720271
0,1,0,6
0,2,2,4.49250002329798
1,0,1,1.92104964409787
1,1,0,6
1,0,1,0.618396616535584
0,2,0,6
1,1,1,1.4376367972314
0,2,2,1.59158180738791
1,1,0,6
1,1,0,6
0,1,1,2.52840796141785
0,1,0,6
1,0,0,6
1,0,0,6
1,1,0,6
1,1,0,6
0,1,0,6
1,0,1,1.8376658506489
0,1,0,6
0,1,1,1.96369705212907
1,0,0,6
1,0,0,6
1,0,0,6
0,2,2,5.54448483590846
0,1,0,6
0,2,0,6
1,0,2,2.74349384066243
1,0,0,6
0,2,2,5.65228267174628
0,2,2,4.4325106845105
0,2,0,6
1,0,0,6
1,0,0,6
1,1,0,6
1,0,1,4.46747589841035
0,2,2,1.6270286966163
1,1,0,6
1,1,0,6
0,2,0,6
0,1,0,6
0,2,2,2.66419714248208
1,0,2,1.391906167909
0,2,0,6
0,2,0,6
1,1,2,1.55466575413587
0,1,2,0.612416638967525
0,2,2,2.01825876407477
1,0,1,5.00101384185043
0,1,2,2.8890067607902
1,1,0,6
0,1,2,4.34618295017127
1,0,0,6
0,2,2,2.64872994494854
1,1,0,6
1,1,2,4.0659035793025
1,0,0,6
1,1,0,6
1,0,2,0.674233887232446
0,1,2,2.47604377146679
0,1,0,6
0,2,0,6
1,1,0,6
0,1,0,6
0,1,1,4.28611072457985
1,0,1,1.11574408193116
0,1,0,6
0,2,0,6
1,0,1,0.105508674363563
0,1,2,0.982205191376789
1,0,0,6
1,1,0,6
0,1,2,4.08074405380168
1,1,1,0.952499477665238
0,2,0,6
1,0,0,6
0,2,2,4.24323109841711
1,0,0,6
1,0,0,6
1,1,0,6
1,0,1,0.365294017004333
1,0,0,6
0,2,2,5.59966017954435
0,2,0,6
0,1,0,6
0,2,0,6
1,0,0,6
0,2,0,6
1,0,2,2.05747884552129
1,1,1,5.24364436792506
1,0,0,6
1,0,1,2.28558460110269
0,1,0,6
0,2,1,4.86833657916377
1,1,1,5.02473466740852
1,0,1,1.44929812865322
1,1,0,6
0,2,1,3.77503172100287
1,0,0,6
1,0,1,0.675593230828314
1,1,1,3.88754839962984
0,2,0,6
0,2,2,1.25799908007952
1,1,0,6
1,1,1,1.19328675760694
0,2,0,6
0,2,2,1.99993631582652
0,2,1,4.76778376242815
1,1,1,5.13586874551504
1,0,0,6
1,0,0,6
0,1,0,6
0,2,0,6
0,1,0,6
1,0,0,6
0,1,0,6
1,0,1,4.21094488414642
1,1,0,6
0,1,1,1.60947841705627
0,2,2,5.68839100770011
0,1,2,5.85902143168525
0,2,0,6
0,2,0,6
0,2,2,1.59405594621031
0,1,0,6
0,2,0,6
0,2,1,0.686115544134588
0,2,0,6
1,1,2,0.121782704503633
1,1,0,6
0,2,0,6
1,0,2,1.62040261799984
1,0,0,6
1,1,0,6
0,1,0,6
1,0,0,6
0,2,2,3.65468569161033
0,1,1,3.10703112016356
0,2,2,4.88101366244151
0,1,0,6
1,1,0,6
1,0,0,6
0,1,2,1.09548718482409
0,2,0,6
1,1,1,4.02361683703372
0,1,0,6
0,1,0,6
0,1,0,6
1,1,2,2.31838820826864
0,1,0,6
0,1,1,2.59683168399368
0,2,2,4.35043365018572
0,2,2,3.42146199363311
0,2,0,6
1,0,0,6
0,1,0,6
1,1,1,0.653192248528618
1,1,0,6
0,1,0,6
0,2,2,5.29404652835537
0,1,0,6
1,0,2,5.99399550323565
1,0,1,1.88868418291727
1,0,2,0.315743534552888
1,1,0,6
1,1,0,6
0,2,0,6
0,1,0,6
1,1,0,6
0,1,0,6
1,0,0,6
1,0,0,6
0,1,0,6
1,1,2,4.28638639079117
1,0,1,3.72650047182159
0,2,2,2.36122414319023
0,1,0,6
0,1,0,6
1,1,0,6
0,2,1,1.29592857354175
1,0,0,6
0,2,1,5.08681553028378
1,0,0,6
0,1,0,6
1,1,1,2.69965346767472
0,2,2,4.08645192098848
0,2,0,6
0,2,2,3.61987657078898
1,0,1,5.06253345510261
1,0,1,1.4912667330146
0,1,0,6
1,0,0,6
1,0,0,6
1,1,2,0.000169415333925826
0,1,0,6
0,1,1,3.92703161444537
1,1,1,1.50267146035745
0,1,0,6
0,1,2,4.00977169618452
1,0,1,1.68150368420632
1,1,0,6
1,0,1,0.915782657611032
0,1,2,2.5763437759531
1,1,0,6
0,1,0,6
1,0,1,0.971368780585077
0,1,0,6
0,1,0,6
0,2,2,2.22131389887121
1,0,2,3.0035923797147
1,0,0,6
0,1,0,6
0,1,0,6
1,0,0,6
1,0,0,6
1,1,1,2.60660422884696
1,0,0,6
1,0,1,5.15507596678366
0,2,2,4.15153165137909
0,2,0,6
1,0,0,6
0,1,2,3.24816525609396
0,1,1,3.46684390072586
1,0,0,6
0,1,0,6
1,0,1,1.67964061961835
0,1,0,6
1,0,1,0.574764853273761
1,0,0,6
1,0,0,6
0,2,2,1.99975647277088
0,2,0,6
1,0,0,6
0,1,0,6
0,1,2,1.48087675600642
0,2,0,6
0,2,0,6
1,0,0,6
0,1,0,6
1,0,0,6
1,1,0,6
1,1,1,1.88482334628044
0,1,0,6
0,2,2,5.15842907229777
1,1,0,6
0,1,0,6
0,2,0,6
1,0,1,3.7780045640016
0,2,2,5.34018350250044
1,1,1,1.84591458448683
0,2,2,2.62140680627947
0,2,2,1.23996889062315
0,1,1,0.559405971387939
0,2,2,4.35372687433865
0,1,0,6
0,1,1,2.60013820383501
0,2,0,6
1,1,2,5.68494214503354
1,1,0,6
0,1,0,6
0,2,0,6
1,0,1,3.03442763695901
1,0,0,6
1,1,2,4.45305614176335
1,1,0,6
0,1,1,4.66660724226958
1,1,0,6
0,2,2,3.54921294535682
0,2,0,6
1,0,1,1.69661265499482
1,0,1,2.51357395605823
0,1,0,6
1,1,0,6
1,0,0,6
0,1,0,6
1,1,1,0.700193552472398
0,1,0,6
0,1,0,6
0,2,1,1.56641885270534
0,2,0,6
1,0,1,3.22022299521993
1,0,0,6
0,1,2,1.02784951048171
0,2,1,5.29461227031664
0,2,2,5.2721097625673
0,2,0,6
0,2,0,6
1,0,0,6
0,2,0,6
1,0,0,6
0,1,1,3.89384101658883
1,1,1,0.316585323911823
0,1,0,6
0,2,1,0.832064459770032
0,1,0,6
0,1,0,6
0,1,1,0.303537300089139
0,2,0,6
0,1,0,6
0,1,0,6
0,1,1,3.32263787361784
0,2,0,6
0,2,0,6
0,1,2,2.11868611296634
0,1,1,0.875256284890458
0,1,0,6
1,1,0,6
0,2,2,2.41789291221102
1,0,0,6
0,2,2,4.51661943671934
0,2,2,0.858755292167421
0,1,1,3.34879185784403
0,1,0,6
0,2,2,2.71599282616014
0,1,0,6
0,1,0,6
0,2,0,6
0,1,0,6
0,1,1,4.24934659386001
1,1,1,2.12927320996168
1,1,0,6
0,2,0,6
1,1,2,1.08159091964988
1,1,2,5.07807987585044
0,1,1,4.0887002025297
0,1,0,6
0,1,1,5.44861495503481
0,2,0,6
0,2,0,6
1,0,1,1.76370285981589
1,0,0,6
0,1,0,6
1,0,1,0.0486826510996154
1,0,2,0.14465243575119
0,1,1,0.11266108818979
0,2,2,3.49885878454207
1,1,0,6
1,1,0,6
1,1,0,6
0,2,0,6
0,1,0,6
1,1,1,0.954737108235135
1,0,0,6
1,1,0,6
0,2,0,6
1,0,0,6
1,0,2,5.60188517424114
1,1,1,3.85296215108929
1,0,1,4.33275313246175
0,1,0,6
0,1,0,6
1,0,2,1.87569073493259
0,1,1,5.92333625461429
0,2,0,6
1,1,0,6
1,1,0,6
0,2,2,5.86701465381446
1,1,1,1.40040293699316
0,2,1,4.18156979288447
1,0,0,6
1,1,0,6
1,0,0,6
1,0,2,4.90382867099335
0,2,2,4.63980680879444
0,1,0,6
1,0,0,6
1,1,0,6
1,1,0,6
1,1,0,6
0,2,0,6
1,0,1,5.60840084948974
1,1,0,6
0,1,0,6
1,1,0,6
0,2,0,6
0,2,2,0.47115142042368
1,1,0,6
0,2,0,6
1,0,1,3.50843238319734
1,0,0,6
1,0,0,6
1,1,2,1.52674636058563
1,1,0,6
1,1,0,6
0,2,0,6
0,2,0,6
1,0,0,6
1,1,0,6
0,2,0,6
1,1,0,6
0,2,2,2.61040923652968
1,0,0,6
1,1,2,5.02067211631998
0,1,0,6
1,0,1,0.394593076750516
0,2,0,6
0,1,2,3.2015253384263
0,1,2,3.13582391251284
1,1,2,1.73452418943894
0,2,2,1.03865300962663
0,1,0,6
1,0,0,6
1,0,2,4.1629679328318
1,1,1,0.889661794880634
1,0,0,6
0,2,1,1.06076792546969
1,0,0,6
0,2,0,6
0,1,2,0.857605352814209
1,1,0,6
1,0,0,6
1,0,1,3.04580382176774
0,2,0,6
1,0,0,6
1,0,0,6
0,2,0,6
1,1,0,6
1,1,0,6
0,1,0,6
1,0,0,6
1,0,1,5.06865861757224
1,0,2,2.45934035586377
0,1,0,6
0,2,0,6
0,2,2,2.78407410205685
0,1,1,1.8460637546316
0,1,0,6
1,0,0,6
1,1,0,6
0,2,0,6
1,0,1,5.6289885898241
1,1,0,6
1,0,1,1.21012486833306
1,0,1,2.4092557924762
0,2,0,6
0,1,0,6
1,1,1,4.4255413771484
0,2,0,6
0,2,2,3.72079644310943
0,2,0,6
1,0,0,6
1,1,0,6
1,1,0,6
1,1,2,3.11008605546567
1,0,1,0.64163159018044
0,2,0,6
1,0,0,6
0,1,2,2.30638099185777
1,0,0,6
1,0,1,3.48406820600815
1,1,2,2.5910510417169
1,0,0,6
1,1,0,6
1,0,0,6
0,1,0,6
0,2,0,6
1,0,0,6
0,1,2,0.922667548481886
0,1,2,2.71745972409733
1,1,0,6
0,1,0,6
0,2,0,6
1,0,0,6
1,1,0,6
0,2,0,6
0,1,0,6
1,1,0,6
1,1,1,2.54974820489416
1,1,0,6
1,1,2,4.71282751554701
0,1,0,6
0,1,0,6
0,1,0,6
0,2,2,4.32295354825887
1,1,0,6
0,1,0,6
1,0,0,6
0,1,0,6
1,0,0,6
1,0,0,6
1,1,0,6
1,0,1,0.0474299311717913
1,0,0,6
0,2,0,6
1,0,0,6
1,0,0,6
0,1,0,6
1,0,0,6
0,2,0,6
1,0,0,6
0,1,0,6
0,1,0,6
0,2,1,3.65515047408492
0,2,0,6
1,0,1,2.8475568974005
1,0,1,5.97020242240075
0,1,1,5.4029249347336
0,2,0,6
0,1,0,6
1,0,1,0.218584169838056
1,0,1,0.0416352517777538
0,1,1,2.28671087257073
0,2,0,6
1,1,0,6
0,1,0,6
0,2,0,6
1,0,1,1.41233937441744
1,1,1,3.42788962235072
1,0,0,6
1,0,1,2.33202784872606
1,1,0,6
0,1,2,1.33961308834258
1,0,0,6
1,0,0,6
0,2,0,6
1,0,0,6
0,1,0,6
0,2,0,6
1,1,0,6
0,1,0,6
0,1,2,1.57172068547986
0,2,0,6
0,1,1,2.24612481105319
0,1,0,6
1,0,0,6
0,2,2,1.9341612806223
1,0,1,3.89547095869964
1,1,0,6
0,1,0,6
0,2,2,3.98879133197558
0,1,2,2.17099037970285
1,0,1,0.0814161352304535
0,2,2,5.90964757688562
1,1,0,6
1,1,1,5.37455048125763
1,1,1,1.70013539773981
1,0,0,6
0,2,2,1.45576173362006
1,0,0,6
1,0,0,6
1,0,1,4.27887670353227
1,0,0,6
1,0,0,6
0,1,1,4.04149606830055
0,1,0,6
0,1,2,4.06073627214532
1,0,1,2.16098979814845
0,1,0,6
0,2,0,6
1,1,0,6
1,0,0,6
1,0,2,4.41902447810154
1,1,1,2.37166890823028
1,0,0,6
0,1,2,5.21330040089616
0,2,0,6
1,0,0,6
1,1,2,4.3356636185346
1,1,0,6
1,1,0,6
1,0,1,2.43458367719
0,1,0,6
1,0,1,3.47064424179231
0,2,2,1.82498019505126
1,0,2,1.21134069076257
0,1,0,6
0,1,0,6
1,1,0,6
1,1,0,6
1,0,1,3.03589464677176
0,2,0,6
1,0,0,6
1,0,1,4.86583512555825
0,2,1,3.23103208706569
1,1,0,6
0,1,0,6
1,0,0,6
0,1,1,0.289893119651032
0,2,0,6
1,0,0,6
1,0,0,6
1,0,1,2.51191468138563
0,1,2,0.797283341144455
0,2,0,6
1,0,0,6
0,2,0,6
1,1,1,1.62057389411682
1,1,0,6
1,1,0,6
1,1,0,6
1,1,1,3.82654734410006
1,0,0,6
1,1,0,6
0,1,2,2.35539408115041
1,0,0,6
0,2,0,6
1,1,0,6
1,1,2,0.577241037393733
0,1,0,6
1,1,0,6
0,1,0,6
1,1,0,6
0,1,1,0.0987451379135368
0,2,2,3.48171100216244
1,1,1,3.17146962910865
1,1,2,2.73330523952838
0,1,0,6
1,0,0,6
0,1,1,5.44719776114523
0,2,2,2.90571003586578
0,1,0,6
1,1,0,6
0,1,0,6
0,2,2,2.23756574657532
0,1,0,6
1,0,2,4.16137477323567
0,2,0,6
0,1,0,6
1,0,0,6
1,1,0,6
0,2,2,4.04301523445793
0,1,0,6
1,0,0,6
1,1,0,6
0,2,0,6
1,1,0,6
1,1,1,4.37782625227305
1,1,0,6
1,1,0,6
0,2,1,5.53183247671116
1,0,0,6
0,1,0,6
1,0,0,6
1,1,0,6
1,0,0,6
0,1,0,6
0,1,0,6
0,2,0,6
1,1,0,6
1,1,0,6
1,1,0,6
0,2,0,6
0,2,2,3.45647732300488
0,2,0,6
0,2,0,6
0,1,0,6
1,1,2,2.33142659810824
1,0,0,6
0,1,1,1.98373257294895
0,1,0,6
0,1,1,4.35223386866087
0,2,2,1.19909543461721
0,2,2,1.3321181570571
0,2,2,0.319225996997605
0,1,2,4.46838412550765
0,2,2,5.75958068951157
0,1,1,3.71689446156301
1,0,0,6
1,1,2,5.71062293497863
0,1,1,4.40629914649928
0,1,0,6
0,1,0,6
0,1,2,2.56975717930034
1,0,0,6
0,1,1,4.19451608784874
0,1,2,3.25746564091344
1,1,0,6
0,1,0,6
0,2,0,6
0,2,0,6
1,1,1,2.28690267980856
0,2,2,0.0720132675949084
1,1,0,6
0,1,2,2.57798838547397
1,1,1,4.75825863267069
0,2,2,5.23316024150574
0,1,0,6
1,0,0,6
1,1,1,4.84633028432005
1,0,0,6
1,0,0,6
1,0,0,6
0,2,0,6
0,1,2,2.56072402021569
1,1,0,6
0,2,2,3.00064337180762
1,1,0,6
0,1,0,6
1,0,1,1.81185958537604
1,0,0,6
0,1,0,6
1,1,2,3.95915612712268
1,1,0,6
0,2,0,6
1,0,1,5.53249911824225
1,0,0,6
1,0,0,6
0,2,1,4.63269977119106
1,1,1,4.02212781948147
0,1,0,6
0,1,0,6
1,1,1,4.41498403868282
0,2,0,6
0,1,0,6
0,2,0,6
0,2,2,4.97734553886485
0,2,0,6
0,1,0,6
1,0,0,6
1,0,0,6
1,0,0,6
0,2,1,4.00860971369195
1,0,1,3.89755771975533
0,2,0,6
1,1,0,6
0,2,2,5.3176181328575
1,1,0,6
1,0,0,6
0,2,0,6
1,1,1,4.38968562795035
1,0,2,4.68226575780221
0,1,0,6
1,1,2,1.1582100812675
1,1,0,6
1,1,0,6
1,0,0,6
1,1,1,0.216287419619794
0,2,0,6
1,0,0,6
1,1,0,6
1,1,1,5.5525462460451
0,1,2,0.56905932876946
0,1,0,6
0,1,2,4.87531146474781
0,1,1,0.038936742215179
1,1,2,3.1304293610589
1,1,0,6
1,0,1,1.05282767199289
1,1,0,6
1,0,0,6
0,2,0,6
0,1,0,6
0,1,0,6
1,0,1,1.53954487071453
1,0,0,6
1,1,0,6
1,1,1,5.15676477714352
1,0,1,3.31771443854299
0,1,0,6
0,2,0,6
0,1,0,6
1,0,2,1.94990243498474
1,0,1,2.69349609750347
1,1,0,6
0,2,0,6
0,1,0,6
1,1,0,6
0,2,0,6
0,1,0,6
0,2,1,2.38774976234047
0,2,2,0.658556347286813
0,2,0,6
1,1,2,2.64242920072018
1,1,0,6
1,0,0,6
0,1,0,6
0,2,0,6
0,2,0,6
1,0,0,6
0,2,0,6
1,0,0,6
1,0,0,6
1,0,2,4.24098332458865
0,2,2,5.45601370172378
1,0,0,6
0,2,0,6
1,1,0,6
1,0,0,6
1,0,1,2.47046362701969
0,1,2,4.04623160266303
1,0,0,6
0,2,2,3.9302027353051
1,1,0,6
0,2,2,1.19943846696972
0,2,0,6
1,0,1,5.61697339296613
0,1,1,1.60545085054927
1,1,2,2.45647421396451
1,1,0,6
0,2,0,6
0,2,0,6
1,0,0,6
1,0,2,4.99648665060003
0,1,0,6
1,0,0,6
0,1,0,6
0,1,1,4.11794126399357
0,1,2,1.06175229536106
1,0,1,0.769659126923101
0,1,1,2.67270310161248
0,2,0,6
1,1,0,6
0,2,2,5.94275223244734
1,0,0,6
1,0,1,4.05643782628441
1,1,1,5.58302131343052
1,1,0,6
1,0,0,6
1,1,1,5.0129576201582
1,0,2,5.68611434482416
0,1,2,3.5426267995965
0,1,1,0.0341731989224542
0,2,0,6
1,0,2,4.96935301028094
0,2,0,6
1,1,0,6
0,1,2,3.79557795180334
1,0,0,6
1,1,0,6
0,2,2,0.351696741461293
0,1,0,6
1,1,0,6
0,2,0,6
1,1,1,5.77093847159439
0,2,2,2.60610065224231
1,1,0,6
0,1,1,1.91568081113994
0,2,0,6
0,1,0,6
0,1,0,6
1,0,1,5.06006522840665
1,1,0,6
1,1,2,3.2860046475033
1,1,0,6
0,1,0,6
0,1,1,0.69064084658657
1,0,1,5.5668211329044
0,2,1,1.54754152256418
1,0,0,6
1,0,2,2.69259217011273
1,0,1,3.80796587432299
0,2,2,1.70649261268328
1,1,0,6
0,1,0,6
0,1,2,4.94551255622232
0,1,2,0.926580916463107
0,2,2,2.88218289633746
1,1,0,6
1,1,0,6
1,0,0,6
0,2,2,1.36672439011038
1,1,0,6
1,1,0,6
0,2,2,1.95048753411165
1,0,1,3.54336490194003
0,1,0,6
0,2,2,1.49903735927887
1,0,0,6
1,1,2,1.15043837010595
0,1,0,6
1,1,0,6
0,1,0,6
1,0,1,3.69915136094129
0,1,2,4.00552935033468
1,1,0,6
1,0,0,6
1,0,0,6
0,2,1,4.57522435548403
1,1,0,6
0,2,1,4.47324189086117
0,1,1,5.47968937971876
0,2,2,5.96855612966498
1,1,0,6
0,1,0,6
0,2,0,6
0,1,0,6
1,1,0,6
0,1,1,1.52202419133674
0,1,0,6
0,1,0,6
1,1,0,6
0,1,0,6
1,1,0,6
0,1,2,3.96851621399721
0,2,2,3.09077504062048
0,2,0,6
0,2,2,2.52917457240847
0,1,0,6
0,2,2,0.848379483091499
0,1,1,2.13839967615052
1,1,2,5.99943630676615
0,2,0,6
0,1,1,4.39201360738508
0,1,0,6
0,1,0,6
0,2,1,4.8537201114373
1,1,0,6
0,2,0,6
0,2,0,6
0,1,1,0.958694531348502
1,0,2,5.38193299898087
0,2,0,6
0,2,0,6
1,0,1,2.94045779748997
0,2,0,6
0,2,0,6
0,1,2,0.194934369510799
0,2,0,6
0,1,2,5.63724918166348
0,2,0,6
1,1,1,4.24726253468615
0,1,0,6
0,2,0,6
1,1,0,6
0,2,2,5.85768341426572
0,1,0,6
0,2,0,6
0,1,0,6
0,2,0,6
0,2,0,6
1,1,0,6
1,0,1,0.92809101273616
1,0,0,6
1,1,0,6
1,0,1,1.15088851247861
0,2,2,1.73297875838186
0,2,0,6
0,1,1,5.2863895730518
0,1,2,3.60524020089723
0,1,1,4.41712700153256
1,1,0,6
1,0,0,6
1,1,2,2.62520292411903
1,0,0,6
0,1,1,3.71914982090846
1,1,0,6
1,0,0,6
1,1,2,2.39604587928756
0,1,0,6
0,2,0,6
1,0,1,1.76906101934863
1,0,0,6
1,1,0,6
0,1,0,6
1,0,0,6
1,1,1,4.50151071363607
1,1,0,6
1,1,0,6
1,1,2,2.8320005613647
0,2,2,3.24795467839004
1,1,0,6
1,1,0,6
1,0,1,3.17146239301394
1,0,2,4.79915514527047
0,1,0,6
0,2,0,6
0,1,0,6
1,1,0,6
1,1,1,3.10645475172073
1,1,1,1.97670393364254
0,2,0,6
1,0,0,6
0,1,0,6
0,2,2,2.56658307147921
1,0,0,6
1,0,1,3.49831077705791
1,1,1,3.71731726505905
0,1,0,6
1,1,0,6
1,0,0,6
0,1,1,1.14290069642758
1,0,0,6
1,1,0,6
1,0,0,6
0,2,1,3.69883209880207
1,0,0,6
0,2,0,6
0,2,0,6
1,1,0,6
0,2,0,6
1,1,1,2.07084441797889
0,2,0,6
1,0,1,5.13306230892881
1,0,0,6
1,1,0,6
0,2,2,1.49488045295552
0,2,0,6
0,1,0,6
0,1,1,3.2575244132818
0,2,2,1.35620196652105
0,2,0,6
1,1,0,6
0,1,0,6
1,1,2,3.06252380387413
0,1,1,5.30676781534433
0,2,0,6
1,1,0,6
1,1,0,6
0,1,1,5.24377280976204
1,1,1,0.77464837207359
1,1,0,6
0,1,0,6
0,1,2,2.05850472275852
0,1,2,2.2517395410277
0,1,0,6
1,1,2,1.71813837782139
0,1,0,6
1,0,1,1.90113280110318
1,1,1,5.93545642282315
1,0,0,6
0,2,2,3.00727303990047
1,1,1,0.0359647157907052
1,0,1,5.48743662525667
0,2,1,0.991743860691403
0,2,0,6
0,2,2,1.77658707996902
0,1,0,6
1,0,1,5.87633102883564
0,2,0,6
0,2,2,4.38693063578321
0,2,2,4.07991659365703
1,1,0,6
1,1,1,5.32617352115896
0,1,0,6
0,2,2,0.00540693140735075
1,0,0,6
0,1,0,6
1,1,2,5.96469197263081
1,1,0,6
0,1,0,6
0,1,0,6
0,1,0,6
1,0,1,5.63602660613442
1,0,1,3.497637028532
0,2,2,5.70947594770599
1,0,1,0.667490412019391
1,0,1,2.32574501985972
1,1,0,6
1,1,0,6
1,1,0,6
0,2,2,1.3953286297302
1,1,0,6
1,0,1,5.83666276909265
1,1,0,6
1,0,0,6
1,1,0,6
1,0,0,6
1,0,1,4.31676460412588
0,2,2,3.60272742909947
0,2,0,6
0,2,0,6
0,2,0,6
1,0,1,2.24975228690266
0,2,2,1.22025347165238
0,1,2,3.15990167497072
1,1,0,6
1,1,0,6
1,0,2,2.26733385174235
1,0,0,6
0,2,0,6
1,0,0,6
1,0,0,6
1,1,0,6
0,2,2,2.76418310708168
1,0,0,6
1,1,0,6
1,0,1,4.87528691580239
0,2,2,2.97428326173838
0,2,2,2.79765699834115
1,0,1,3.32382414149
1,0,0,6
0,1,0,6
0,1,0,6
1,1,0,6
0,1,0,6
0,1,2,5.54310134749911
1,1,2,5.73549349118402
1,0,1,4.755645999002
1,0,0,6
0,2,1,5.7178036639148
1,1,0,6
1,0,1,3.99458310241301
1,0,0,6
1,0,1,2.10275988195655
1,1,2,3.40070362378332
1,0,1,0.840385484100596
1,1,0,6
1,0,2,4.37434133850784
0,2,0,6
1,0,0,6
0,2,2,4.17116445293878
0,1,1,3.3383352083473
1,0,0,6
1,1,0,6
1,0,1,3.59009721082246
0,2,0,6
0,1,2,5.93002507171227
0,1,0,6
1,1,0,6
1,0,1,4.95284959840803
0,2,0,6
1,1,0,6
0,2,1,0.519440108917899
0,1,0,6
0,1,1,1.63717073129065
1,1,0,6
0,1,2,0.941167921921924
1,1,0,6
1,1,0,6
1,0,2,1.58683588509068
1,1,0,6
0,2,0,6
0,1,1,3.54262572383852
0,2,1,5.52153572655892
1,0,0,6
0,1,2,4.28935320639956
1,1,2,2.93047330260508
1,1,0,6
0,2,0,6
0,1,2,5.2111127225447
0,2,0,6
0,2,0,6
1,0,1,0.664466617571185
1,1,0,6
0,2,0,6
0,2,2,2.27179859172916
1,0,1,0.744574001747222
1,1,0,6
1,1,2,3.10748725448415
1,0,0,6
1,0,0,6
1,0,2,5.52659829683907
0,1,0,6
0,2,0,6
1,0,0,6
1,0,1,0.967638458530009
1,0,1,5.04050265361374
0,1,2,3.94314913275564
0,1,0,6
0,1,0,6
0,1,0,6
0,1,1,5.2813648080605
1,1,0,6
0,1,0,6
0,1,1,0.834699557496554
0,1,0,6
0,2,2,2.68989012107746
1,0,1,5.17024277957159
0,2,0,6
0,1,1,3.15141704783768
0,2,0,6
0,1,2,0.0916808798113455
0,2,1,5.70075746001686
0,2,2,1.51808172858797
0,1,0,6
1,1,0,6
0,2,2,4.57638369403751
0,1,2,1.51261072040186
1,1,0,6
1,1,0,6
0,1,1,4.5521248032442
1,0,1,5.21830417890831
1,0,0,6
1,1,1,3.72391780659006
1,0,0,6
0,2,2,4.37240052549975
1,0,2,0.864086359785463
0,1,0,6
1,0,1,3.47264256935608
1,0,1,3.00416404910362
1,0,0,6
0,1,0,6
0,2,1,1.7769718690579
0,1,2,2.38350567310347
0,2,2,4.62522633583754
1,0,1,5.62066361436123
0,1,0,6
1,1,1,0.640185132938475
0,1,0,6
1,1,1,0.230210514669462
0,2,1,3.87658984468841
1,0,2,3.30735593420731
0,1,1,2.27616255972833
1,0,2,1.16926389403755
1,0,1,2.77962044400214
1,1,0,6
1,1,1,0.830363309228974
0,2,0,6
1,1,0,6
0,1,0,6
0,2,0,6
0,1,0,6
0,1,0,6
0,2,0,6
1,1,1,0.465945441721788
1,1,0,6
0,1,0,6
0,2,0,6
1,0,0,6
0,2,1,0.509184139323572
0,1,0,6
0,1,0,6
1,1,0,6
1,0,0,6
1,1,0,6
0,2,1,4.1251314551458
0,2,0,6
0,2,0,6
0,1,1,0.0371860369626163
1,0,0,6
1,0,1,0.372248543686926
1,0,0,6
1,0,1,2.56552171885806
0,1,0,6
0,1,2,3.78537506572257
0,2,0,6
0,2,2,1.84128052855934
1,0,1,3.935158349257
1,1,0,6
1,1,2,5.62402612281164
1,0,1,2.81043311639407
0,2,2,1.68769100597705
